_id|sort_order|name|name_de|name_fr|name_es|name_it|name_ja|goal|goal_de|goal_fr|goal_es|goal_it|goal_ja|hub|type|rank|goal_type|hunter_type|stars|location_id|time_limit|fee|reward|hrp|sub_goal|sub_goal_de|sub_goal_fr|sub_goal_es|sub_goal_it|sub_goal_ja|flavor|flavor_de|flavor_fr|flavor_es|flavor_it|flavor_ja|sub_reward|sub_hrp|permit_monster_id|metadata
11246|726|The Hype is Royal|Ferus Royal|Un sujet d'étude royal|Un monstruo híper real|Un mostro iper reale||Hunt a Royal Ludroth|Erjage einen Königs-Ludroth.|Chasser 1 Ludroth royal|Caza un Ludroth Real|Caccia un Ludroth reale||Guild|0|G|0|0|12|4|50|1400|13200|670|Wound Royal Ludroth's head and mane|Königs-Ludroth-Kopf und -Mähne verletzen|Blesser le Ludroth royal (crinière & tête)|Hiere la cabeza y la crin del Ludroth Real|Ferisci testa e criniera Ludroth reale||I'm researching Hyperosity in monsters, and my experiments call for a Royal Ludroth. Aren't you the least bit interested to know how one would look all Hypered up? Sure you are! Go find me one of those babies and let's find out! For science!|Ich erforsche das Aufkommen von Ferusität in Monstern und brauche dafür einen Königs-Ludroth. Kannst du dir vorstellen, wie toll so ein ferusizierter Königs-Ludroth wäre? Natürlich kannst du das. Also besorge mir einen! Für die Wissenschaft!|Dans le cadre de mes recherches sur les hyper monstres, j'aurais besoin d'étudier un Ludroth royal. Puis-je compter sur vous pour m'aider à faire avancer la science ?|Ando buscando indicios de hiperología en monstruos y ahora quiero estudiar un Ludroth Real. Si por un casual quisieras contribuir a los avances de la ciencia en este campo, ¡tu ayuda sería más que bienvenida! Tráeme uno, ¿quieres?|Sto studiando i mostri iper e ho bisogno di un Ludroth reale. Non muori dalla curiosità di vedere come diventa un mostro iper? Allora vai a cacciarne uno, dai! Fallo per la scienza!||3600|70|0|0
11247|725|The Verdant Hills Are Alive|Grüne-Hügel-Trubel|Rififi sur les Collines|Emergencia en el Bosque Rocoso|Panico ai colli verdi||Hunt a Gypceros|Erjage einen Gypceros.|Chasser 1 Gypceros|Caza un Gypceros|Caccia un Gypceros||Guild|0|G|0|0|12|102|50|1200|11100|640|Wound Gypceros's crest|Gypceros-Kamm verletzen|Briser la crête du Gypceros|Hiere Gypceros en la cresta|Ferisci la cresta del Gypceros||I'm sort of concerned about this Hyper Gypceros running wild over the Verdant Hills... It's pretty inconvenient, and the monster just seems happy as a pig in mud. It's really raising my stress levels, so do you think you could maybe convince it to behave? Or just hunt it?|Ich muss wirklich sagen, dieser Ferus- Gypceros in den Grünen Hügeln fängt an, mir auf die Nerven zu gehen. Dass er zum Ferus-Monster geworden ist, scheint ihm zu Kopf gestiegen zu sein. Könntest du ihn überreden, von dort abzuhauen? Oder ihn einfach jagen?|Il y a un hyper Gypceros qui batifole bruyamment sur les Collines verdoyantes et ça me crispe à un point... Vous voudriez bien lui demander de la mettre en sourdine ? Ou simplement le chasser ?|Estoy algo intranquila sabiendo que hay un Híper Gypceros campando a sus anchas por los alrededores del Bosque Rocoso. ¿Crees que podrías hablar con él y decirle que se comporte? O mejor todavía, ¿por qué no le das caza y acabamos con esto de un plumazo?|Sono un po' preoccupata per quel Gypceros iper che corre sui colli verdi... sembra felice come un maialino nel fango, ma non è il massimo per noi. Potresti convincerlo ad andarsene, diciamo?||3600|60|0|0
11248|684|Queen of the Ruined Pinnacle|Die Königin der Zinne der Ruinen|La reine de la Cime oubliée|Reina del Pico de las ruinas|La regina delle rovine elevate||Hunt a Rathian|Erjage eine Rathian.|Chasser 1 Rathian|Caza una Rathian|Caccia una Rathian||Guild|1|G|0|0|12|24|50|1400|13500|690|Wound Rathian's back|Rathian-Rücken verletzen|Blesser le dos de la Rathian|Hiere el lomo de la Rathian|Ferisci il dorso della Rathian||I got lost, and after wandering for ages I found myself in a strange fantasy land. Or so I thought. Actually, it was the Ruined Pinnacle, and I'd stumbled into Rathian territory. Me and another lost traveler are hiding from it now. Help!|"Ich habe mich verirrt und fand mich in einem wunderlichen Land wieder. Leider begrüßte mich dort eine Rathian. Ich konnte mich nur knapp retten und zusammen mit einem anderen Reisenden verstecken. Laut ihm heißt dieser Ort hier ""Zinne der Ruinen""."|Je pensais m'être retrouvé dans un royaume de conte de fées après m'être perdu, mais en fait c'était la Cime oubliée... Et plus précisément, le territoire d'une Rathian ! Je suis coincé ici avec un autre voyageur égaré, venez nous aider !|Llevaba tanto tiempo perdido y dando vueltas por ahí que pensaba que había llegado a algún mundo fantástico... Pero en realidad estoy en el Pico de las ruinas, metido en pleno territorio Rathian. ¡Ayúdanos! ¡Otro viajero y yo estamos escondiéndonos de ella!|Mi sono perso e, dopo aver vagato per ore, mi sono ritrovato in una terra misteriosa. O almeno così pensavo... In realtà, ero arrivato alle rovine elevate, nella terra delle Rathian. Io e un altro viaggiatore siamo nascosti in attesa di soccorsi. Aiutateci!||3300|70|0|0
11249|717|Afro Soul Is a Way of Life|Heißes Bad für deine Afro-Seele|Chaude ambiance|Cacería afrocaldeada|Anima afro forever||Hunt a Lavasioth|Erjage einen Lavasioth.|Chasser 1 Lavasioth|Caza un Lavasioth|Caccia il Lavasioth||Guild|0|G|0|0|12|8|50|1400|13500|760|Wound Lavasioth's head|Lavasioth-Kopf verletzen|Blesser la tête du Lavasioth|Hiere la cabeza del Lavasioth|Ferisci la testa del Lavasioth||Oh baby! If you want to truly funk up your soul, there's only one place to go: the Volcano! Hot hot HOT, baby! You got this! You're gonna dip your soul in some o' that Lavasioth magic, baby!|Oh Baby, wenn du etwas Funk in deine Seele bringen willst, gibt es nur einen Ort dafür: den Vulkan! Oooooh, so heiß, Baby! Aber du packst das. Deine Seele wird den Lavasioth dort abschlecken, als wäre er Eiscreme.|Yo, ma poule ! Si vous voulez retrouver la chaleur du funk, je vous conseille d'aller au Volcan et de faire quelques petits déhanchés avec un Lavasioth. Vous m'en direz des nouvelles, yeah !|¿Qué hay, colega? ¿Te apetece darle marcha al cuerpo? Pues tengo el lugar ideal para ti: el volcán. Ve a cazar un Lavasioth por allí. Te garantizo que sudarás la gota gorda.|Yo, doc! Come butta? Se vuoi far fare un salto di qualità alla tua anima afro, devi andare al vulcano! Da quelle parti incontrerà roba che scotta! Potresti anche farle fare un bagnetto energizzante nella magia lavica dei Lavasioth. Che ne dici?||3300|80|0|0
11250|685|Naked Aggression|Sittengefahr|Bonnes mœurs|En paños menores|Nuda aggressione||Hunt a Shogun Ceanataur|Erjage einen Shogun Ceanataur.|Chasser 1 Ceanataur Shogun|Caza un Shogun Ceanataur|Caccia uno Shogun Ceanataur||Guild|0|G|0|0|12|24|50|1400|13500|760|Deliver 1 Crab Pearl+|1 Krabbenperle+ abliefern|Livrer 1 perle de crabe +|Entrega 1 perla de cangrejo+|Consegna una perla granchio+||There was a hunter in town walking about in only his drawers! Naturally I had to protect the townspeople, so I questioned him. He claims a Ceanataur ripped up his clothes! I need you to verify his claims, and eliminate the monster. If there is one.|In der Stadt lief ein Jäger in nichts als seiner Unterhose herum. Zum Schutz von Sitte und Anstand musste ich ihn befragen. Angeblich hat ein Ceanataur ihm die Kleider vom Leib gerissen. Geh der Sache auf den Grund und töte das Monster, falls es wirklich existiert.|J'ai vu un chasseur en ville se balader en caleçon ! Mon devoir consiste à protéger les habitants, alors j'ai sommé cet olibrius de s'expliquer ! Et qu'est-ce qu'il répond ? Qu'un Ceanataur a taillé ses habits en pièces ! Il faut vérifier et, si c'est vrai, terrasser le monstre.|¡Habrase visto! He tenido que parar a un cazador que iba por la aldea en paños menores. Aseguraba que un Ceanataur le despojó de sus ropas. ¿Puedes comprobar si lo que dice es cierto? En caso de que así sea, también tendrás que acabar con el monstruo.|Ho visto un tizio che si aggirava per la città in mutande! Gli ho chiesto cosa fosse successo e, a quanto pare, un Ceanataur gli ha strappato di dosso i vestiti! Devi verificare la sua versione ed eliminare il mostro... se è vero.||2700|80|0|0
11302|728|The Unapproachable Yian Garuga|An der Spitze ist es einsam|L'inaccessible Yian Garuga|Yian Garuga solitario|Lo Yian Garuga arrogante||Hunt a Yian Garuga|Erjage einen Yian Garuga.|Chasser 1 Yian Garuga|Caza un Yian Garuga|Caccia uno Yian Garuga||Guild|0|G|0|0|13|24|50|1700|16200|800|Wound Yian Garuga's head|Yian-Garuga-Kopf verletzen|Blesser la tête du Yian Garuga|Hiere Y. Garuga en la cabeza|Ferisci la testa dello Y.Garuga||Please, Hunter, I need you to hunt a Yian Garuga! It's been on the most wanted list for so long now, I've lost count of how many other hunters it's taken down! I think its nest is in the Ruined Pinnacle. Go give that big chicken a real good basting!|Bitte, Jäger, jage einen Yian Garuga für mich! Er hat schon in vielen Regionen Unheil angerichtet, aber jetzt scheint er sich auf die Zinne der Ruinen zurückge- zogen zu haben. Es wird Zeit, dass jemand dieses zu groß gewordene Hühnchen rupft!|J'ai besoin de vous ! Un Yian Garuga a mené la vie dure à tellement de chasseurs que maintenant, plus personne n'ose s'en approcher. Apparemment, il se trouve aujourd'hui à la Cime oubliée. Débarrassez-nous de cette peste, je vous en prie !|¡Caza a ese Yian Garuga, por favor! Se trata de una presa supercodiciada, y no sabes el montón de cazadores que han fracasado ya en el intento. Si no me equivoco, su guarida está en el Pico de las ruinas. ¡Dale su merecido de una vez por todas!|Ti prego, vai a cacciare lo Yian Garuga! Ha già attaccato un sacco di cacciatori, non so più nemmeno io quanti! Il suo nido è alle rovine elevate. Vai a dargli una lezione e mettilo fuori gioco. Fallo per me!||3900|80|0|0
11303|755|Uragaan Grief|Uragaan-Trauma|Vilain Uragaan|Al Uragaan hay que atrapar|Attacco all'Uragaan||Hunt an Uragaan|Erjage einen Uragaan.|Chasser 1 Uragaan|Caza un Uragaan|Caccia un Uragaan||Guild|0|G|0|0|13|8|50|1800|17400|800|Wound Uragaan's jaw|Uragaan-Kiefer verletzen|Briser la mâchoire de l'Uragaan|Hiere Uragaan en las fauces|Ferisci la mascella dell'Uragaan||I got sent to the Volcano on a meownster-hunting expedition but a big, furrocious Uragaan purrevented us from going any further! I can see it even meow, looming befur me... Purrlease, Hunter, meowst it from that place!|Ich wollte am Vulkan ein neues Ziel für eine Miaunster-Jäger-Mission miauskundschaften, aber ein Uragaan hatte etwas dagegen! Ich kann diese Viecher nicht miausstehen! Bitte, felltreibe ihn von dort!|J'étais en route pour une mission au Volcan mais un vilain Uragaan m'a bloqué la route ! Je vous en prie, dégagez-moi le passage pour que je ne rentre pas les pattes vides !|Me han enviado al volcán en misión cazamiaunstruos, ¡pero un horripilante Uragaan me impide continuarrrrr! Míralo ahí delante... ¡con solo verlo se me eriza el pelaje! ¡Por favor, elimínalo cuanto antes!|Mi hanno miaondato al vulcano con una spedizione a caccia di miaostri, ma un ferrroce Uragaan ci ha bloccato la strada! Me lo vedo ancora davanti, così enorrrme e dorato... che paura! Ti prrrego, dagli una bella lezione e fallo scomparire da quei territori!||3900|80|0|0
11304|739|The Lost Expedition|Die verschwundene Expedition|L'expédition perdue|La expedición perdida|Il racconto del bardo||Hunt a Barioth|Erjage einen Barioth.|Chasser 1 Barioth|Caza un Barioth|Caccia un Barioth||Guild|1|G|0|0|13|14|50|1900|18900|870|Wound Barioth's head|Barioth-Kopf verletzen|Blesser la tête du Barioth|Hiere Barioth en la cabeza|Ferisci la testa del Barioth||I'm worried, Hunter. We haven't heard a peep from one of our Frozen Seaway-expedition teams. Mind investigating? It's a cold, cruel region, so gird those loins before you go! Pave the way for our exploration.|Ich mache mir Sorgen, Jäger. Eines unserer Forscherteams am Frostseeweg meldet sich nicht mehr. Könntest du dich dort mal umschauen? Aber zieh dich warm an...|Je suis inquiète. L'une de nos équipes parties dans la Mer de glace ne donne plus signe de vie. Vous pouvez aller voir ? C'est une région froide et cruelle, préparez-vous bien ! Ouvrez la voie pour nous.|Estoy muy preocupada... Hace tiempo que no tenemos noticias del equipo que salió de expedición al Canal Helado. ¿Qué tal si fueras a averiguar qué les ha sucedido? Eso sí, más vale que te prepares bien antes de visitar esa gélida e inhóspita región.|Cacciatore, sono in pensiero. Non abbiamo più notizie di uno dei gruppi di spedizione al canale ghiacciato. Ti dispiacerebbe investigare? È una regione fredda e inospitale, copriti bene prima di partire e aiutaci nelle ricerche!||3900|90|0|0
11305|744|The Royal Guard|Die Königliche Wache|Garde royale|La guardia real|La guardia reale||Hunt a Seltas Queen|Erjage eine Seltas-Königin.|Chasser 1 Reine Seltas|Caza una Seltas Reina|Caccia una Seltas regina||Guild|0|G|0|0|13|101|50|1900|18900|950|Wound Seltas Queen's tail|Seltas-Königin-Schwanz verletzen|Blesser la queue de la Reine Seltas|Hiere Seltas Reina en la cola|Ferisci la coda della Seltas r.||"A Seltas Queen is nesting in the Jurassic Frontier! Rumor has it ""her majesty"" relies on a soldier-like male of the species for protection. I could write a book about their relationship. Help me!"|"Im Jura-Grenzland nistet eine Seltas-Königin! Es heißt, dass sich ""Ihre Majestät"" von einem Soldatenmännchen ihrer Art beschützen lässt. Ich könnte ein Buch über ihre Beziehung schreiben. Hilf mir!"|Une Reine Seltas est nichée dans la Frontière jurassique ! On dit que la Reine est protégée par un soldat mâle. Je pourrais écrire un livre sur leur relation. Aidez-moi !|"¡En la Fronda Arcaica ha anidado una Seltas Reina! Parece que ""su alteza"" cuenta con un macho de su especie que le hace de guardián. ¡Si me ayudas a investigar sobre ellos, podré escribir un ensayo científico que me hará famoso!"|"Una Seltas regina si è appollaiata alla frontiera giurassica! Dicono che ""sua maestà"" sia protetta da un maschio della sua specie. Potrei scrivere un libro sul loro rapporto. Aiutami!"||3900|100|0|0
11306|747|Predator in the Hills|Raubtiere in den Hügeln|Les prédateurs des Collines|Depredadores en el bosque|Predatori dei colli verdi||Hunt a Rathalos and a Rathian|Erjage einen Rathalos und eine Rathian.|Chasser 1 Rathalos Chasser 1 Rathian|Caza un Rathalos y una Rathian|Caccia un Rathalos e una Rathian||Guild|0|G|0|0|13|2|50|2300|22800|1310|Deliver 1 Large Wyvern Tear|1 Große Wyvernträne abliefern|Livrer 1 grosse larme wyverne|Entrega 1 lágrima de wyvern G|Consegna una g.lacrima wyvern||I was herding a flock of Moofahs in the Verdant Hills, when suddenly along came a Rathian and a Rathalos! I hid the moment I saw them, but I was too scared to move, and so were my babies! Please, save us before we end up on their plate!|Ich hab auf den Grünen Hügeln meine Muufahs gehütet, als plötzlich eine Rathian und ein Rathalos über die Kuppe rannten! Zum Glück haben sie uns nicht sofort bemerkt, aber die Muufahs sind so verängstigt, dass sie nicht von der Stelle zu bewegen sind. Bitte hilf uns!|J'étais tranquillement en train de guider mon troupeau de Moofah sur les Collines verdoyantes quand un Rathalos et une Rathian ont déboulé tout d'un coup ! Mes bébés et moi avons pu nous cacher, mais nous avons trop peur pour remettre le nez dehors !|Había sacado a pastar a un rebaño de Moofah cuando me he topado con una Rathian y un Rathalos. ¡Tanto yo como mis pequeñines nos hemos quedado paralizados del miedo! ¡Haz algo o no saldremos de esta con vida!|Stavo portando al pascolo un gregge di Moofah quando improvvisamente sono apparsi una Rathian e un Rathalos! Mi sono nascosta subito, ma ho troppa paura per muovermi e anche le mie bestioline sono terrorizzate! Ti prego, vieni a salvarci!||2700|130|0|0
11307|753|The Sun, Also Wyverns|Die Sache mit dem Lagiacrus|Le ciel, les wyvernes et la mer|Lagiacrus al sol|Lagiacrus sotto il sole||Hunt a Lagiacrus|Erjage einen Lagiacrus.|Chasser 1 Lagiacrus|Caza un Lagiacrus|Caccia un Lagiacrus||Guild|0|G|0|0|13|6|50|1900|18900|950|Wound Lagiacrus's head|Lagiacrus-Kopf verletzen|Blesser la tête du Lagiacrus|Hiere Lagiacrus en la cabeza|Ferisci la testa del Lagiacrus||Welp, looks like this old-timer's outta luck again. It's such a nice day, I thought I'd go for a dip in the sea, but a Lagiacrus popped up and shocked me. No, save your concern. I'll just lie here and not move until I die and stop being such a hindrance to you young folk.|Es hätte so schön sein können... Sonnenschein, ein Bad im Meer, aber natürlich muss mir ein Lagiacrus den Tag versauen. Nein, nein... Ich brauche keine Hilfe. Wer wird mich schon vermissen, wenn das Vieh mich mit Haut und Haaren auffrisst?|J'ai encore eu un coup de malchance : j'ai été électrocuté par un Lagiacrus en voulant faire trempette dans la mer. Non, ne vous en faites pas pour moi, je vais juste attendre que la mort vienne me chercher pour ne plus être un fardeau pour vous.|La suerte vuelve a darle la espalda a este pobre viejo... Había pensado darme un bañito en el mar, pero ha aparecido un Lagiacrus de repente. ¡Qué susto! No te lo cuento para darte pena, ¿eh? Total, estoy acostumbrado a sufrir y a que nadie me haga caso...|Ops! Sembra che la mia fortuna scarseggi di nuovo. È una giornata così bella e io volevo andare a fare un bagno al mare, ma un Lagiacrus me lo ha impedito! Ma non temere, io sto qui senza disturbare e aspetto fino a quando sarà troppo tardi...||3900|100|0|0
11308|730|Return from the Pinnacle|Rückkehr von der Zinne der Ruinen|Retour de la Cime oubliée|Regreso del Pico de las ruinas|Ritorno dalle rovine elevate||Hunt a Zinogre|Erjage einen Zinogre.|Chasser 1 Zinogre|Caza un Zinogre|Caccia uno Zinogre||Guild|0|G|0|0|13|24|50|2100|20700|950|Slay 10 Great Thunderbugs|10 Große Donnerkäfer erlegen|Tuer 10 Grands foudrinsectes|Abate a 10 Grandes Insectruenos|Uccidi 10 insetti-tuono grandi||We came to survey the Ruined Pinnacle, but had a run-in with a very tetchy Zinogre. We tried to evacuate all the researchers, but the unfamiliar terrain is really making that difficult. Could you remove the Zinogre, please?|Wir wollten die Zinne der Ruinen erkunden, sind aber einem mürrischen Zinogre begegnet. Wir haben versucht, die Forscher zu evakuieren, aber das Terrain macht das schwierig. Könntest du bitte etwas gegen den Zinogre unternehmen?|Mon groupe avait pour mission d'explorer la Cime oubliée, mais nous sommes tombés sur un Zinogre qui ne l'entendait pas de cette oreille. Pouvez-vous nous venir en aide, pendant qu'on s'efforce d'évacuer les chercheurs ?|Estábamos investigando en el Pico de las ruinas y nos hemos encontrado con un Zinogre bastante poco amistoso. No conocemos bien el terreno y se nos complica la evacuación del equipo... ¿Puedes ayudarnos a deshacernos de ese monstruo tan antipático?|Siamo venuti in esplorazione alle rovine elevate, ma ci siamo imbattuti in uno Zinogre un po' suscettibile. Vorremmo far evacuare la zona, ma non siamo pratici del luogo ed è tutto molto difficile. Ti prego, toglici di mezzo questo fastidioso Zinogre!||3300|100|0|0
11309|741|A Certain Gravitas|Heiße Pein|Tempérament volcanique|Berrinche monumental|La minaccia del Gravios||Hunt a Gravios|Erjage einen Gravios.|Chasser 1 Gravios|Caza un Gravios|Caccia un Gravios||Guild|1|G|0|0|13|12|50|2100|20700|950|Wound Gravios's head|Gravios-Kopf verletzen|Blesser la tête du Gravios|Hiere Gravios en la cabeza|Ferisci la testa del Gravios||Ah, Volcanic Hollow, bereft of life, where not a blade of grass grows nor cheerful swallow sings. The only thing that stirs is the bubbling magma... and the furiously rampaging Gravios, of course. Actually, you should probably do something about that.|Ah, die Vulkanmulde... Wo kein einziger Grashalm wächst und kein einziges Vöglein sein Lied singt. Das einzig Lebhafte hier ist das blubbernde Magma... und ein herumtobender Gravios. Apropos, könntest du gegen Letzteren etwas unternehmen?|Ah... Le Vallon volcanique, terre de silence, si l'on fait abstraction du magma bouillonnant... et du Gravios hors de contrôle qui y sévit. D'ailleurs, si vous pouviez calmer ses ardeurs, je vous en serais reconnaissant.|Ah, el Hoyo Volcán, tan carente de vida... Ni siquiera una brizna de hierba crece en este lugar tan inhóspito. Lo único que altera su constante paz es ese Gravios. ¿Podrías dar cuenta de él para que vuelva a reinar la calma?|La fossa vulcanica è il più infernale degli habitat, ma la vita sboccia in ogni luogo. Parlo del Gravios, un mostro dal temperamento caldo come la sua terra infuocata. Deve essere cacciato.||3900|100|0|0
11310|735|Water Kerfuffle|Der Traum des Ritters|Les rêveries du chevalier|Antiguos sueños de caballero|Sogni di cavalieri e giungle||Hunt a Mizutsune|Erjage einen Mizutsune.|Chasser 1 Mizutsune|Caza un Mizutsune|Caccia un Mizutsune||Guild|1|G|0|0|13|23|50|2200|21600|1010|Wound Mizutsune's top fin|Mizutsune-Rückenflosse verletzen|Blesser la nageoire dorsale du Mizutsune|Hiere Mizutsune en la aleta superior|Ferisci pinna sup. del Mizutsune||"My meowster, ever the romeowntic, said he met the meowst wonderful lady in a dream. He said something about her ""wondrous bubbles"" and ""lustrous pink crest""... Oh my stripes and whiskers, he's fallen in love with a Mizutsune, hasn't he? Help!"|"Mein Miauster, romantisch gesinnt wie immer, hat angeblich von seiner idealen Dame geträumt. Es fielen die Worte ""bezaubernde Blasen"" und ""prächtiger blassrosa Kamm"". Warte mal... Hat mein Miauster sich in einen Mizutsune ver- liebt!? Bitte jage seine ""Angebetete""!"|"Mon maître, toujours aussi perché, s'est amouraché d'une certaine ""dame du lac"". Il parle sans cesse de sa ""parure de bulles"" et de son ""teint rose""... Attendez... Ne me dites pas que sa ""dame du lac"" n'est autre qu'un Mizutsune ?!"|Mi señor es todo un romántico. Dice haber conocido a una bella criatura en sus sueños... Dice que luce una lustrosa cresta rosa y lanza burbujas... ¿Qué clase de dama será esa?... ¡Espera! ¡¿Se habrá enamorado platónicamente de un Mizutsune?! ¡Ayuda, por favor!|"Il miao padrone è... un incorreggibile romantico. Dice di aver incontrato in sogno la donna più bella del miaondo. Parla di ""bolle meravigliose"" e di una ""elegante cresta rosa""... Oh no, per tutti i baffi dell'universo felino, si è innamorato di un Mizutsune. Aiutooo!"||3900|100|0|0
11311|731|Pinnacle Pioneering|Protokoll-Pionier|Étude de la Cime|Formalismos de exploración|Pionieri alle rovine elevate||Hunt an Astalos|Erjage einen Astalos.|Chasser 1 Astalos|Caza un Astalos|Caccia un Astalos||Guild|1|G|0|0|13|24|50|2200|21600|1010|Wound Astalos's crest|Astalos-Kamm verletzen|Blesser la crête de l'Astalos|Hiere Astalos en la cresta|Ferisci la cresta dell'Astalos||Howdy, everybody! The King requested a thorough cataloging of the Ruined Pinnacle. Just when I was thinking how completely normal and uninteresting it was, POW! SHAZAM! You're up, Hunter!|Hallo zusammen! Der König wünscht, dass ich die Zinne der Ruinen protokolliere. Gerade als ich dachte, dass meine Aufgabe spannender sein könnte, wurde sie ZU spannend... Ein Astalos schockte mich mit seinen Blitzen! Das heißt, du bist dran, Jäger.|Bonjour ! Le roi a ordonné un inventaire détaillé de la Cime oubliée ! Et au moment même où je me disais à quel point ce serait une tâche ennuyeuse... Voilà que vous apparaissez pour vous en charger à ma place !|¡Buenas! Su majestad ha ordenado que cataloguemos el Pico de las ruinas con detalle en el registro de propiedades. Pensaba que sería una tarea rutinaria y aburrida, pero... ¡Zas! ¡Un Astalos sin previo aviso! Ya tienes trabajo tú también.|Salve! Il re ha ordinato una catalogazione dettagliata dei reperti delle rovine elevate. Proprio mentre pensavo che sarebbe stato un lavoro noioso... ZAC! È spuntato un Astalos! Questo è un lavoro per te!||3900|100|0|0
11312|740|Ice Recovery|Eiskaltes Kunstgespür|Les eaux de la Mer de glace|Mar de hielo|Le acque del mare ghiacciato||Hunt a Gammoth|Erjage einen Gammoth.|Chasser 1 Gammoth|Caza un Gammoth|Caccia un Gammoth||Guild|1|G|0|0|13|14|50|2200|21600|1010|Wound Gammoth's trunk|Gammoth-Rüssel verletzen|Blesser la trompe du Gammoth|Hiere la trompa del Gammoth|Ferisci la proboscide del Gammoth||Let me tell you about the most amazing thing the Frozen Seaway has to offer. Imagine: ice from Gammoth snowballs that's been trampled down to become part of the ground. Ugh, so post-modern! I must have some! Will you help me?|Ein Tipp: Das Beste am Frostseeweg ist das Eis von den Schneebällen des Gammoth. Aaah, wie es zertrampelt wird und dann den Boden formt, auf dem wir laufen! Ich muss es haben! Kannst du mir welches besorgen? So richtig frisch?|Laissez-moi vous dire ce que la Mer de glace a de meilleur à offrir : une boule de neige de Gammoth piétinée jusqu'à ne faire qu'un avec le sol ! C'est si... avant-gardiste ! Il m'en faut absolument une ! M'aiderez-vous à en faire l'acquisition ?|¿Sabes qué es lo más interesante que uno puede hallar en el Canal Helado? ¡El hielo desprendido del cuerpo de un Gammoth que ha quedado aplastado sobre el suelo! ¡Su aspecto es tan posmoderno! ¿No podrías cazar uno de esos monstruos para poder obtenerlo?|Sai qual è la cosa più incredibile che puoi trovare al canale ghiacciato? Il ghiaccio! Sì, i frammenti di ghiaccio caduti dalle palle di neve create dal Gammoth e diventati tutt'uno col terreno sottostante. Ne devo avere almeno uno! Puoi aiutarmi?||3900|100|0|0
11313|733|The Boiling Broiling Desert|Wüstenhitze|La fournaise du désert|Desierto abrasador|Deserto infernale||Hunt a Glavenus|Erjage einen Glavenus.|Chasser 1 Glavenus|Caza un Glavenus|Caccia un Glavenus||Guild|1|G|0|0|13|22|50|2200|21600|1010|Wound Glavenus's head|Glavenus-Kopf verletzen|Blesser la tête du Glavenus|Hiere Glavenus en la cabeza|Ferisci la testa del Glavenus||Blazing sun! Earth dry as a bone! And to top it off, the flaming breath of a Glavenus! It's too hot to stand! Unless someone does something about that beast, I won't make it out of this desert. How about you, Hunter? Or is the challenge too hot to handle?|Die brennende Sonne, der staub- trockene Boden, und dazu auch noch der feurige Atem des Glavenus. Wer soll diese Hitze denn aushalten!? Wenn jemand dieses Biest nicht erledigt, erleide ich einen Hitzeschlag! Was ist mit dir, Jäger? Ist dir die Sache zu heiß?|Quelle chaleur ! En plus de ce soleil de plomb, il faut se coltiner le souffle du Glavenus. C'est insupportable ! Je ne ressortirai jamais du Désert vivant si personne ne s'occupe de ce monstre. Vous voudriez bien vous en charger ?|¡Qué sol abrasador! ¡Qué terreno tan árido y seco! Y, por si fuera poco... ¡un Glavenus! Esto es demasiado para mí... O alguien me echa una mano, o hasta aquí he llegado.|Sole cocente! Terra dura come ossa! E come se non bastasse, il respiro infuocato di un Glavenus! No, non resisto, è troppo caldo! Qualcuno deve darmi una mano con questo mostro. Tu puoi aiutarmi o è un lavoro troppo scottante anche per te?||3900|100|0|0
11314|745|Eclipse at Jurassic Frontier|Das schwarze Loch im Grenzland|Éclipse à la Frontière jurassique|Tinieblas en la Fronda Arcaica|Eclisse alla frontiera giurassica||Hunt a Gore Magala|Erjage einen Gore Magala.|Chasser 1 Gore Magala|Caza un Gore Magala|Caccia un Gore Magala||Guild|0|G|0|0|13|1|50|2200|21300|980|Wound Gore Magala's wingarms|Gore-Magala-Flügelarme verletzen|Blesser les pattes ailées du Gore Magala|Hiere las zarpas aladas del Gore M.|Ferisci zampe alate G.Magala||Boy, has my luck run out today. I was fleeing through the Jurassic Frontier when I tripped and fell. I cried out in pain, and a disgusting black creature sidled up to me. This is it, I'm done for. Heavens help me! I promise I'll change my ways!|Mann, hab ich ein Pech! Auf meiner Flucht durchs Jura-Grenzland hat's mich voll auf die Fresse gehauen. Ich hab so laut losgeheult, dass mich so'n ekliges schwarzes Vieh entdeckt hat. War's das jetzt mit mir? Wenn ich das überlebe, werde ich mich bessern, ich schwör's!|Quelle guigne... Je me suis cassé la figure au beau milieu de la Frontière jurassique, et au moment où j'allais me relever, une espèce de truc noir dégoûtant s'est faufilé près de moi ! Aidez-moi, et je vous promets de retrouver le droit chemin !|Desde luego, hoy no es mi día de suerte... Iba huyendo por la Fronda Arcaica cuando he tropezado y me he caído. Para rematar la faena, un espeluznante ser de color negro se me está aproximando... más y más. Si no haces algo rápido, no salgo de esta...|Oggi la fortuna non mi arride! Mentre scappavo attraverso la frontiera giurassica sono inciampato e caduto. Ho gridato dal dolore e una creatura nera e disgustosa mi è apparsa davanti. Basta, smetto, lo prometto! Metterò la testa a posto!||3900|100|0|0
